date,elo1,elo2,elo_diff,elo_prob1,my_prob1,neutral,playoff,result1,score1,score2,season,team1,team2,week_in_season
1954-11-07,1551.804,1521.236,117.583298748,0.634166593733,0.663038388253,0,0,0.0,6.0,30.0,1954,PIT,NYG,7
1954-11-07,1598.13,1392.26,314.770653596,0.826246145876,0.859599259401,0,0,1.0,62.0,3.0,1954,CLE,WSH,7
1954-11-07,1619.992,1544.486,171.093158755,0.691857474726,0.728077696557,0,0,0.0,34.0,42.0,1954,SF,LAR,7
1954-11-13,1467.574,1313.022,258.266520011,0.779686933223,0.815582684193,0,0,1.0,24.0,13.0,1954,GB,IND,8
1954-11-14,1576.964,1327.637,360.82679625,0.85929075318,0.888656030139,0,0,1.0,28.0,17.0,1954,LAR,ARI,8
1954-11-14,1665.907,1587.515,183.284321614,0.69538791031,0.741747167945,0,0,1.0,48.0,7.0,1954,DET,SF,8
1954-11-14,1379.591,1509.124,-19.1280899496,0.408183012731,0.472500244627,0,0,1.0,17.0,14.0,1954,WSH,PIT,8
1954-11-14,1563.916,1557.652,116.336427,0.601142682023,0.661432914412,0,0,1.0,27.0,14.0,1954,NYG,PHI,8
1954-11-14,1481.043,1610.799,-37.2199311507,0.4078729485,0.446640182081,0,0,0.0,10.0,39.0,1954,CHI,CLE,8
1954-11-20,1492.219,1566.138,19.5375246008,0.487167345994,0.528087158486,0,0,0.0,3.0,31.0,1954,PIT,SF,9
1954-11-21,1584.308,1583.083,103.002764094,0.594167739014,0.644037501571,0,0,0.0,16.0,17.0,1954,NYG,LAR,9
1954-11-21,1637.75,1537.26,206.337440703,0.721645194213,0.766342671523,0,0,1.0,6.0,0.0,1954,CLE,PHI,9
1954-11-21,1303.067,1454.091,-48.9658175426,0.378670771307,0.429995403962,0,0,0.0,13.0,28.0,1954,IND,CHI,9
1954-11-21,1477.53,1687.285,-110.26736678,0.302952662025,0.346434274153,0,0,0.0,17.0,21.0,1954,GB,DET,9
1954-11-21,1321.518,1396.496,20.6161300136,0.485644450223,0.529634223516,0,0,1.0,38.0,16.0,1954,ARI,WSH,9
1954-11-25,1696.434,1468.38,331.505459282,0.843823217721,0.870827908704,0,0,1.0,28.0,24.0,1954,DET,GB,10
1954-11-28,1459.543,1353.92,203.898688933,0.727541541159,0.763819507674,0,0,1.0,20.0,17.0,1954,PIT,ARI,10
1954-11-28,1282.859,1598.814,-225.220961318,0.190831999138,0.214758685904,0,0,1.0,17.0,13.0,1954,IND,SF,10
1954-11-28,1575.815,1647.826,26.2633106562,0.489911729234,0.537724116074,0,0,0.0,7.0,16.0,1954,NYG,CLE,10
1954-11-28,1474.299,1591.575,-23.9565373312,0.425331412525,0.465578306105,0,0,1.0,24.0,13.0,1954,CHI,LAR,10
1954-11-28,1527.185,1364.094,264.581102955,0.788014287268,0.820987354603,0,0,1.0,41.0,33.0,1954,PHI,WSH,10
1954-12-04,1562.32,1312.259,364.561285809,0.859800852906,0.890765421919,0,0,0.0,21.0,22.0,1954,LAR,IND,11
1954-12-05,1355.653,1670.315,-219.630509019,0.191983973065,0.220235445486,0,0,0.0,14.0,34.0,1954,WSH,CLE,11
1954-12-05,1569.414,1463.944,213.29880624,0.727366921863,0.773441461769,0,0,1.0,35.0,0.0,1954,SF,GB,11
1954-12-05,1346.91,1503.554,-59.3671559267,0.371089596426,0.415385701633,0,0,0.0,7.0,29.0,1954,ARI,CHI,11
1954-12-05,1553.326,1466.554,199.793925083,0.705508745708,0.759530329606,0,0,1.0,24.0,3.0,1954,NYG,PIT,11
1954-12-05,1700.871,1535.626,260.860752037,0.790078185795,0.817818233458,0,0,0.5,13.0,13.0,1954,DET,PHI,11
1954-12-11,1587.549,1326.17,368.904725809,0.867471914855,0.893174595176,0,0,1.0,10.0,7.0,1954,SF,IND,12
1954-12-12,1548.408,1445.809,208.957419143,0.724077299378,0.769032388572,0,0,1.0,35.0,27.0,1954,LAR,GB,12
1954-12-12,1525.894,1692.024,-64.9707873332,0.358437781414,0.407574372671,0,0,1.0,28.0,24.0,1954,CHI,DET,12
1954-12-12,1345.155,1324.57,133.080514595,0.620734475565,0.682670798127,0,0,1.0,37.0,20.0,1954,WSH,ARI,12
1954-12-12,1680.814,1449.523,349.476573959,0.846263164415,0.882025126034,0,0,1.0,42.0,7.0,1954,CLE,PIT,12
1954-12-12,1544.472,1570.356,78.9207074934,0.556055806462,0.611662086359,0,0,1.0,29.0,14.0,1954,PHI,NYG,12
1954-12-19,1690.524,1670.378,128.976401947,0.620139359402,0.677530901813,0,0,0.0,10.0,14.0,1954,CLE,DET,13
1954-12-26,1669.759,1691.143,82.6422775701,0.562440801322,0.616738406793,0,1,1.0,56.0,10.0,1954,CLE,DET,14
1955-09-24,1547.44,1532.446,113.664854535,0.613128627521,0.657980490206,0,0,1.0,27.0,17.0,1955,PHI,NYG,1
1955-09-25,1562.166,1541.45,118.14220775,0.620911991224,0.663756823743,0,0,0.0,14.0,23.0,1955,SF,LAR,1
1955-09-25,1636.865,1412.505,326.194562783,0.841000347471,0.867349808847,0,0,0.0,17.0,27.0,1955,CLE,WSH,1
1955-09-25,1458.028,1607.07,-52.1230368424,0.381358836525,0.425546649055,0,0,1.0,20.0,17.0,1955,GB,DET,1
1955-09-25,1383.647,1533.36,-51.3721929613,0.380447977154,0.426603579453,0,0,1.0,23.0,17.0,1955,IND,CHI,1
1955-09-26,1461.541,1370.644,191.747855051,0.710418050463,0.750969448035,0,0,1.0,14.0,7.0,1955,PIT,ARI,1
1955-10-01,1565.343,1458.946,202.76059567,0.728423836452,0.762635599441,0,0,0.0,30.0,31.0,1955,PHI,WSH,2
1955-10-01,1408.724,1589.236,-92.4723913332,0.33963066636,0.369977375426,0,0,1.0,28.0,13.0,1955,IND,DET,2
1955-10-02,1359.398,1514.543,-61.383473765,0.373105666165,0.412569884279,0,0,1.0,28.0,17.0,1955,ARI,NYG,2
1955-10-02,1532.412,1590.424,41.1989841429,0.510055184535,0.55901376043,0,0,0.0,3.0,38.0,1955,SF,CLE,2
1955-10-02,1475.862,1508.283,67.3028542614,0.546748014867,0.595662997616,0,0,1.0,24.0,3.0,1955,GB,CHI,2
1955-10-02,1571.203,1472.788,208.860221713,0.719239489173,0.768932991965,0,0,1.0,27.0,26.0,1955,LAR,PIT,2
1955-10-08,1503.473,1447.372,160.76253072,0.667547463898,0.716145894608,0,0,0.0,20.0,24.0,1955,GB,IND,3
1955-10-09,1480.671,1495.74,94.7479099595,0.571365844137,0.633070675107,0,0,0.0,19.0,20.0,1955,CHI,SF,3
1955-10-09,1550.588,1574.826,79.1158323831,0.558393558437,0.611928855267,0,0,0.0,10.0,17.0,1955,DET,LAR,3
1955-10-09,1469.898,1391.884,185.094738296,0.694926798465,0.743738476352,0,0,0.0,10.0,24.0,1955,WSH,ARI,3
1955-10-09,1469.165,1482.057,76.5241184501,0.574432190876,0.608380126545,0,0,1.0,30.0,23.0,1955,PIT,NYG,3
1955-10-09,1627.097,1554.391,178.234151795,0.688410662257,0.736139338403,0,0,1.0,21.0,17.0,1955,CLE,PHI,3
1955-10-15,1486.454,1544.952,36.8757394571,0.509356037962,0.55287007601,0,0,1.0,13.0,7.0,1955,PIT,PHI,4
1955-10-16,1429.643,1636.535,-109.542200648,0.306444200971,0.347380034696,0,0,0.0,14.0,24.0,1955,WSH,CLE,4
1955-10-16,1472.566,1470.112,110.910425499,0.595872534046,0.654403388483,0,0,1.0,38.0,10.0,1955,CHI,IND,4
1955-10-16,1464.767,1432.139,141.597689546,0.636913312213,0.693195604979,0,0,1.0,10.0,0.0,1955,NYG,ARI,4
1955-10-16,1480.734,1598.488,-30.9243889941,0.424658995011,0.455613380293,0,0,1.0,30.0,28.0,1955,GB,LAR,4
1955-10-16,1526.927,1503.845,133.762070698,0.624112501481,0.683520109574,0,0,0.0,24.0,27.0,1955,DET,SF,4
1955-10-23,1521.871,1498.973,121.61506104,0.623863987207,0.668203860918,0,0,0.0,23.0,34.0,1955,SF,CHI,5
1955-10-23,1415.466,1525.914,-9.4344637211,0.434965587338,0.486426051477,0,0,0.5,24.0,24.0,1955,ARI,PHI,5
1955-10-23,1481.44,1505.493,88.7061423029,0.558656147224,0.624954993891,0,0,0.0,17.0,19.0,1955,NYG,PIT,5
1955-10-23,1585.536,1508.901,181.727785105,0.693241280718,0.740027063462,0,0,1.0,24.0,13.0,1955,LAR,DET,5
1955-10-23,1650.341,1493.686,266.363467636,0.781759374462,0.822490291356,0,0,1.0,41.0,10.0,1955,CLE,GB,5
1955-10-23,1443.705,1415.837,129.603954659,0.630553293972,0.678319660603,0,0,0.0,13.0,14.0,1955,IND,WSH,5
1955-10-29,1434.578,1479.944,55.669388836,0.528225557469,0.579436051936,0,0,1.0,14.0,10.0,1955,IND,GB,6
1955-10-30,1523.93,1518.001,114.172428394,0.600680215591,0.658637721315,0,0,1.0,24.0,0.0,1955,PHI,PIT,6
1955-10-30,1468.933,1424.963,149.859602032,0.651872850679,0.703216358228,0,0,1.0,35.0,7.0,1955,NYG,WSH,6
1955-10-30,1599.859,1531.268,173.531522888,0.683307046985,0.730847708163,0,0,0.0,20.0,31.0,1955,LAR,CHI,6
1955-10-30,1417.45,1664.084,-146.927565851,0.26007681406,0.300318205013,0,0,0.0,20.0,26.0,1955,ARI,CLE,6
1955-10-30,1489.575,1494.578,83.3767179044,0.585494487558,0.617737241386,0,0,1.0,38.0,21.0,1955,SF,DET,6
1955-11-05,1408.1,1493.096,15.5016387667,0.471255173541,0.522293859936,0,0,1.0,27.0,13.0,1955,ARI,PIT,7
1955-11-05,1471.253,1449.63,133.810151469,0.622140159885,0.683579978639,0,0,1.0,24.0,14.0,1955,DET,IND,7
1955-11-06,1673.434,1491.271,284.648189345,0.80577458245,0.837339812846,0,0,1.0,24.0,14.0,1955,CLE,NYG,7
1955-11-06,1402.625,1548.834,-43.5474399022,0.38521367643,0.437656328246,0,0,1.0,34.0,21.0,1955,WSH,PHI,7
1955-11-06,1567.423,1464.892,208.673995706,0.723999087077,0.768742468861,0,0,1.0,52.0,31.0,1955,CHI,GB,7
1955-11-06,1563.704,1512.901,161.49693542,0.660744933763,0.717004493889,0,0,1.0,27.0,14.0,1955,LAR,SF,7
1955-11-13,1583.278,1580.715,104.475286869,0.596023621288,0.645978390134,0,0,1.0,24.0,3.0,1955,CHI,LAR,8
1955-11-13,1436.318,1495.89,42.8920206836,0.507810884446,0.561414894558,0,0,1.0,7.0,0.0,1955,WSH,SF,8
1955-11-13,1482.897,1432.195,153.146760921,0.660614593728,0.707150278931,0,0,1.0,17.0,7.0,1955,NYG,IND,8
1955-11-13,1464.196,1488.687,72.2488949493,0.558034397681,0.602501278888,0,0,0.0,28.0,31.0,1955,PIT,DET,8
1955-11-13,1515.142,1681.808,-65.5730480969,0.357728558022,0.406737534657,0,0,1.0,33.0,17.0,1955,PHI,CLE,8
1955-11-13,1449.037,1437.0,117.616488759,0.609083317469,0.663081072601,0,0,1.0,31.0,14.0,1955,GB,ARI,8
1955-11-20,1415.166,1456.737,62.1250198668,0.53366602634,0.588464268901,0,0,0.0,0.0,31.0,1955,ARI,WSH,9
1955-11-20,1470.87,1475.471,95.3924014642,0.58605598627,0.633932050896,0,0,1.0,27.0,21.0,1955,GB,SF,9
1955-11-20,1498.36,1553.299,45.591424705,0.514474897095,0.565237314563,0,0,1.0,31.0,7.0,1955,NYG,PHI,9
1955-11-20,1504.45,1607.508,4.83743018312,0.445448149347,0.506961171825,0,0,0.0,14.0,24.0,1955,DET,CHI,9
1955-11-20,1416.732,1556.485,-41.7221301041,0.394051626289,0.440243992303,0,0,0.5,17.0,17.0,1955,IND,LAR,9
1955-11-20,1643.651,1448.434,299.563207352,0.817265459842,0.848697854665,0,0,1.0,41.0,14.0,1955,CLE,PIT,9
1955-11-24,1483.45,1486.55,104.012031948,0.588150540444,0.645368302334,0,0,1.0,24.0,10.0,1955,DET,GB,10
1955-11-27,1377.777,1628.507,-158.129040041,0.255565178393,0.286945832877,0,0,1.0,53.0,14.0,1955,ARI,CHI,10
1955-11-27,1529.475,1654.541,-32.1367786955,0.414409119961,0.453882904327,0,0,0.5,35.0,35.0,1955,NYG,CLE,10
1955-11-27,1437.544,1494.126,45.605785392,0.512112105808,0.565257629322,0,0,0.0,14.0,23.0,1955,PIT,WSH,10
1955-11-27,1419.963,1459.791,60.0803042496,0.536162168868,0.585610862148,0,0,1.0,26.0,14.0,1955,IND,SF,10
1955-11-27,1522.184,1553.254,66.4958248864,0.5486745544,0.594543607627,0,0,0.0,21.0,23.0,1955,PHI,LAR,10
1955-12-04,1509.94,1437.764,182.021219351,0.687755858561,0.740351900909,0,0,1.0,27.0,3.0,1955,PHI,ARI,11
1955-12-04,1565.498,1443.488,230.855165435,0.745834120777,0.790660139223,0,0,1.0,20.0,14.0,1955,LAR,IND,11
1955-12-04,1517.8,1532.085,94.3935310729,0.572470767658,0.632596677756,0,0,0.0,20.0,27.0,1955,WSH,NYG,11
1955-12-04,1436.266,1464.854,74.9457983612,0.552210070429,0.606213343693,0,0,0.0,7.0,28.0,1955,SF,GB,11
1955-12-04,1568.521,1505.146,168.873691303,0.676774061417,0.725540883374,0,0,1.0,21.0,20.0,1955,CHI,DET,11
1955-12-04,1413.87,1651.93,-142.488701137,0.269686555197,0.305714648876,0,0,0.0,7.0,30.0,1955,PIT,CLE,11
1955-12-11,1574.615,1499.567,175.841624233,0.691295121837,0.733455507436,0,0,1.0,31.0,17.0,1955,LAR,GB,12
1955-12-11,1500.912,1556.455,47.5392482836,0.513606356876,0.567990695465,0,0,0.0,19.0,24.0,1955,DET,NYG,12
1955-12-11,1572.754,1528.861,150.840191739,0.651772255669,0.704393077607,0,0,1.0,17.0,10.0,1955,CHI,PHI,12
1955-12-11,1401.553,1434.372,67.1094802227,0.546180193114,0.595394868375,0,0,1.0,35.0,24.0,1955,SF,IND,12
1955-12-11,1493.43,1397.978,198.319650569,0.715782377655,0.75797688964,0,0,1.0,28.0,17.0,1955,WSH,PIT,12
1955-12-11,1667.822,1418.842,360.342682365,0.859049062669,0.888379988887,0,0,1.0,35.0,24.0,1955,CLE,ARI,12
1955-12-26,1590.334,1673.952,13.5368107543,0.473232161101,0.519471184953,0,1,0.0,14.0,38.0,1955,LAR,CLE,13
1956-09-30,1490.898,1489.952,106.05025221,0.593780409019,0.648048994344,0,0,0.0,16.0,20.0,1956,GB,DET,1
1956-09-30,1541.75,1511.708,129.069513209,0.633463838164,0.677647995583,0,0,1.0,27.0,7.0,1956,LAR,PHI,1
1956-09-30,1450.855,1551.627,-3.1751303035,0.448701095285,0.495430747387,0,0,0.0,21.0,38.0,1956,SF,NYG,1
1956-09-30,1443.095,1559.369,-16.7197081637,0.426741851227,0.475956962852,0,0,1.0,28.0,21.0,1956,IND,CHI,1
1956-09-30,1424.876,1506.063,19.7422591197,0.476721874668,0.528380855645,0,0,1.0,30.0,13.0,1956,PIT,WSH,1
1956-09-30,1443.475,1637.775,-102.350100622,0.32206224747,0.35682427559,0,0,1.0,9.0,7.0,1956,ARI,CLE,1
1956-10-06,1455.349,1621.949,-77.1159715162,0.357815854219,0.390808448075,0,0,0.0,10.0,14.0,1956,PIT,CLE,2
1956-10-06,1490.314,1475.59,115.603200987,0.612759892888,0.660487070502,0,0,1.0,13.0,9.0,1956,PHI,WSH,2
1956-10-06,1467.505,1509.655,55.4915290897,0.532836463661,0.579186531452,0,0,0.0,14.0,31.0,1956,IND,DET,2
1956-10-07,1425.332,1563.144,-39.6041686668,0.39672266312,0.443250602192,0,0,1.0,33.0,30.0,1956,SF,LAR,2
1956-10-07,1459.301,1577.15,-24.3286736948,0.424525388675,0.465045336511,0,0,1.0,35.0,27.0,1956,ARI,NYG,2
1956-10-07,1471.195,1534.959,33.9287679099,0.501778739481,0.548672798083,0,0,0.0,21.0,37.0,1956,GB,CHI,2
1956-10-14,1632.958,1551.239,184.303122357,0.699429455503,0.742869004022,0,0,0.0,9.0,21.0,1956,CLE,NYG,3
1956-10-14,1442.746,1436.38,109.496520202,0.601283456912,0.652560348503,0,0,1.0,38.0,33.0,1956,GB,IND,3
1956-10-14,1563.408,1442.63,235.124378936,0.744487386521,0.794698754157,0,0,1.0,31.0,7.0,1956,CHI,SF,3
1956-10-14,1444.34,1502.343,35.6437605709,0.510068131332,0.55111628908,0,0,0.0,21.0,35.0,1956,PIT,PHI,3
1956-10-14,1540.781,1545.845,101.440674233,0.585409265565,0.641973371566,0,0,1.0,24.0,21.0,1956,DET,LAR,3
1956-10-14,1463.561,1485.212,87.6534328295,0.562062513648,0.623533568706,0,0,0.0,3.0,31.0,1956,WSH,ARI,3
1956-10-21,1578.576,1422.541,262.522910818,0.781149847996,0.819239475164,0,0,1.0,58.0,27.0,1956,CHI,IND,4
1956-10-21,1530.057,1523.826,110.628086168,0.601097133624,0.654035724576,0,0,0.0,6.0,20.0,1956,PHI,ARI,4
1956-10-21,1589.682,1416.626,289.053503914,0.797438390271,0.84076428104,0,0,1.0,38.0,10.0,1956,NYG,PIT,4
1956-10-21,1551.971,1427.462,231.03584793,0.748551441162,0.790832239766,0,0,1.0,20.0,17.0,1956,DET,SF,4
1956-10-21,1456.585,1534.655,19.0827543264,0.481199625637,0.527434709057,0,0,1.0,42.0,17.0,1956,GB,LAR,4
1956-10-21,1424.947,1594.514,-75.5781117382,0.353900883675,0.392918083542,0,0,1.0,20.0,9.0,1956,WSH,CLE,4
1956-10-28,1421.043,1592.361,-75.4475010106,0.351599548436,0.393097440738,0,0,0.0,21.0,38.0,1956,SF,CHI,5
1956-10-28,1557.471,1458.66,205.871093425,0.719699579657,0.765861635136,0,0,0.0,14.0,17.0,1956,ARI,WSH,5
1956-10-28,1560.802,1404.316,268.405285388,0.781593350749,0.824199824516,0,0,0.0,16.0,24.0,1956,CLE,PIT,5
1956-10-28,1601.992,1496.411,210.793436985,0.727493613417,0.770904325273,0,0,1.0,20.0,3.0,1956,NYG,PHI,5
1956-10-28,1408.756,1490.593,25.0608398805,0.475788559374,0.536003029704,0,0,1.0,28.0,21.0,1956,IND,GB,5
1956-10-28,1500.647,1558.389,43.8045072976,0.510443582477,0.562707836228,0,0,0.0,7.0,16.0,1956,LAR,DET,5
1956-11-04,1468.624,1522.61,38.1124283808,0.515845112676,0.554629245671,0,0,0.0,7.0,24.0,1956,GB,CLE,6
1956-11-04,1442.508,1616.611,-78.8441228989,0.347953426205,0.388442636102,0,0,0.0,14.0,17.0,1956,PIT,NYG,6
1956-11-04,1401.655,1581.974,-89.9428733923,0.339879887077,0.373377854464,0,0,0.0,13.0,17.0,1956,SF,DET,6
1956-11-04,1535.911,1481.792,152.628636612,0.665010598527,0.706532242205,0,0,1.0,28.0,17.0,1956,ARI,PHI,6
1956-11-04,1477.062,1611.749,-38.5213161722,0.401035922862,0.444789416931,0,0,0.0,24.0,35.0,1956,LAR,CHI,6
1956-11-11,1631.068,1438.654,305.373003518,0.814843415657,0.852942480551,0,0,1.0,38.0,14.0,1956,CHI,GB,7
1956-11-11,1625.803,1551.705,179.09442181,0.690126861137,0.737100102373,0,0,1.0,23.0,10.0,1956,NYG,ARI,7
1956-11-11,1480.219,1592.369,-19.6460849193,0.432559203259,0.47175710639,0,0,1.0,18.0,17.0,1956,WSH,DET,7
1956-11-11,1465.999,1433.317,140.638457818,0.636985194456,0.692020006405,0,0,1.0,14.0,7.0,1956,PHI,PIT,7
1956-11-11,1552.58,1430.726,231.29415202,0.745663851753,0.791078094313,0,0,0.0,7.0,21.0,1956,CLE,IND,7
1956-11-11,1457.743,1391.26,170.688871442,0.680675310712,0.72761669886,0,0,1.0,30.0,6.0,1956,LAR,SF,7
1956-11-18,1427.983,1371.862,155.246354624,0.667573013792,0.709646920788,0,0,0.0,16.0,17.0,1956,GB,SF,8
1956-11-18,1641.739,1477.141,274.011381427,0.789459804175,0.828826943004,0,0,1.0,30.0,21.0,1956,CHI,LAR,8
1956-11-18,1488.258,1641.186,-57.1939484197,0.376095489709,0.418426811812,0,0,1.0,33.0,7.0,1956,WSH,NYG,8
1956-11-18,1584.331,1474.86,214.633542237,0.731910195992,0.774784985522,0,0,1.0,27.0,3.0,1956,DET,IND,8
1956-11-18,1418.861,1536.322,-19.7516308569,0.425071134341,0.471605700815,0,0,1.0,14.0,7.0,1956,PIT,ARI,8
1956-11-18,1480.454,1508.445,71.6309323,0.553059701389,0.601649023888,0,0,0.0,0.0,16.0,1956,PHI,CLE,8
1956-11-22,1600.321,1418.189,290.468105494,0.805746653107,0.841851454254,0,0,0.0,20.0,24.0,1956,DET,GB,9
1956-11-25,1598.348,1650.519,50.6313077806,0.518454028855,0.572352851025,0,0,0.5,17.0,17.0,1956,NYG,CHI,9
1956-11-25,1511.827,1443.356,175.402864768,0.683157545254,0.732961445262,0,0,1.0,38.0,27.0,1956,ARI,PIT,9
1956-11-25,1448.579,1381.656,168.62854681,0.681225588447,0.725259786791,0,0,0.5,10.0,10.0,1956,PHI,SF,9
1956-11-25,1458.869,1468.362,97.8514153201,0.579208237291,0.637210672369,0,0,1.0,56.0,21.0,1956,IND,LAR,9
1956-11-25,1540.32,1531.096,121.650851867,0.605221029609,0.668249537404,0,0,0.0,17.0,20.0,1956,CLE,WSH,9
1956-12-02,1522.954,1443.052,186.10561433,0.697226002218,0.744845968078,0,0,1.0,17.0,14.0,1956,CLE,PHI,10
1956-12-02,1597.785,1548.462,156.65776135,0.658832571655,0.711318146623,0,0,1.0,28.0,14.0,1956,NYG,WSH,10
1956-12-02,1571.103,1651.082,17.4472670671,0.478456832196,0.525087550828,0,0,1.0,42.0,10.0,1956,DET,CHI,10
1956-12-02,1526.673,1447.407,183.723125319,0.696452577263,0.742230740476,0,0,0.0,21.0,24.0,1956,ARI,GB,10
1956-12-02,1488.285,1387.183,201.515395937,0.722352309348,0.761335597899,0,0,0.0,17.0,20.0,1956,IND,SF,10
1956-12-02,1428.51,1438.946,88.2886304685,0.57788464248,0.624391503061,0,0,1.0,30.0,13.0,1956,PIT,LAR,10
1956-12-08,1408.846,1468.072,42.3560041392,0.508308689048,0.560654999425,0,0,1.0,38.0,20.0,1956,SF,GB,11
1956-12-09,1415.135,1466.622,54.7225211644,0.519436970397,0.578107221569,0,0,1.0,31.0,7.0,1956,LAR,IND,11
1956-12-09,1607.825,1452.321,256.364345103,0.780626844645,0.813930057294,0,0,1.0,45.0,7.0,1956,DET,PIT,11
1956-12-09,1614.36,1506.008,216.3621186,0.730644376939,0.776516528931,0,0,1.0,10.0,3.0,1956,CHI,ARI,11
1956-12-09,1530.897,1435.176,195.605994009,0.716097293712,0.755099701887,0,0,1.0,19.0,17.0,1956,WSH,PHI,11
1956-12-09,1615.35,1530.83,182.304835375,0.702808201152,0.740665618826,0,0,0.0,7.0,24.0,1956,NYG,CLE,11
1956-12-15,1429.363,1571.76,-39.7127614526,0.390423371544,0.443096343252,0,0,0.0,7.0,21.0,1956,PHI,NYG,12
1956-12-16,1437.725,1435.873,96.8439735009,0.595037762185,0.635868965279,0,0,1.0,30.0,17.0,1956,SF,IND,12
1956-12-16,1574.42,1495.624,182.967351592,0.695880305545,0.74139749151,0,0,0.0,7.0,24.0,1956,CLE,ARI,12
1956-12-16,1445.884,1439.193,104.004561942,0.601731892589,0.645358460762,0,0,1.0,49.0,21.0,1956,LAR,GB,12
1956-12-16,1624.744,1622.434,112.905466128,0.595672904686,0.656996064626,0,0,1.0,38.0,21.0,1956,CHI,DET,12
1956-12-16,1536.71,1437.711,198.084292704,0.719917845238,0.757728262251,0,0,0.0,0.0,23.0,1956,WSH,PIT,12
1956-12-23,1415.129,1487.266,37.3822105082,0.48973047581,0.553590685371,0,0,1.0,19.0,17.0,1956,IND,WSH,13
1956-12-30,1592.187,1647.423,43.3293864926,0.514047827487,0.562034722228,0,1,1.0,47.0,7.0,1956,NYG,CHI,13
1957-09-29,1452.585,1568.17,-13.1611527414,0.427712397014,0.481068633056,0,0,1.0,34.0,14.0,1957,IND,DET,1
1957-09-29,1522.587,1587.08,39.2301078226,0.500729631133,0.55621795083,0,0,1.0,6.0,3.0,1957,CLE,NYG,1
1957-09-29,1482.906,1440.957,141.637576213,0.649228092872,0.693244434398,0,0,1.0,17.0,13.0,1957,LAR,PHI,1
1957-09-29,1473.98,1527.443,39.3667094598,0.516596977872,0.556412042597,0,0,0.0,10.0,20.0,1957,SF,ARI,1
1957-09-29,1443.812,1575.994,-32.5257616233,0.40450457022,0.453327932663,0,0,1.0,21.0,17.0,1957,GB,CHI,1
1957-09-29,1493.104,1485.678,111.610332949,0.602745416636,0.655314015761,0,0,1.0,28.0,7.0,1957,PIT,WSH,1
1957-10-05,1488.252,1556.222,24.0037720473,0.495725930529,0.534489347315,0,0,1.0,21.0,10.0,1957,IND,CHI,2
1957-10-05,1430.19,1573.241,-43.0273695115,0.389527763621,0.438393270726,0,0,0.0,20.0,24.0,1957,PHI,NYG,2
1957-10-05,1516.88,1536.426,79.0589389748,0.565042901256,0.611851079223,0,0,0.0,12.0,23.0,1957,PIT,CLE,2
1957-10-06,1552.348,1461.902,195.209577684,0.70988366482,0.754677467557,0,0,0.0,14.0,37.0,1957,ARI,WSH,2
1957-10-06,1449.074,1493.673,53.3675378996,0.529325702793,0.576203679071,0,0,1.0,23.0,20.0,1957,SF,LAR,2
1957-10-06,1463.584,1532.503,29.6070886439,0.49436034482,0.542505187666,0,0,0.0,14.0,24.0,1957,GB,DET,2
1957-10-13,1439.917,1513.347,29.9343405683,0.487870634952,0.542972700001,0,0,0.0,17.0,45.0,1957,GB,IND,3
1957-10-13,1531.126,1462.004,184.586392729,0.683968137472,0.743180355882,0,0,0.0,17.0,21.0,1957,CHI,SF,3
1957-10-13,1565.1,1418.081,251.816814393,0.772147916599,0.809932880056,0,0,1.0,24.0,7.0,1957,CLE,PHI,3
1957-10-13,1556.169,1480.743,183.743921699,0.691759288103,0.742253643927,0,0,1.0,10.0,7.0,1957,DET,LAR,3
1957-10-13,1510.454,1585.349,29.0944115094,0.485763799178,0.541772626518,0,0,0.0,20.0,24.0,1957,WSH,NYG,3
1957-10-13,1488.206,1503.797,78.0581541119,0.57062977253,0.610482029335,0,0,1.0,29.0,20.0,1957,PIT,ARI,3
1957-10-20,1600.915,1507.545,203.26492923,0.713337890178,0.763160739207,0,0,1.0,35.0,0.0,1957,NYG,PIT,4
1957-10-20,1406.067,1577.114,-71.5344734156,0.351955275633,0.398484061856,0,0,1.0,17.0,7.0,1957,PHI,CLE,4
1957-10-20,1507.681,1472.71,141.380009897,0.640026539561,0.692929044355,0,0,1.0,34.0,26.0,1957,CHI,LAR,4
1957-10-20,1494.888,1484.458,109.718719456,0.606878524341,0.652850292124,0,0,0.0,14.0,44.0,1957,WSH,ARI,4
1957-10-20,1407.187,1485.45,21.1107143995,0.480922274818,0.530343427099,0,0,0.0,14.0,24.0,1957,GB,SF,4
1957-10-20,1564.203,1546.078,122.595894132,0.617395018066,0.669454458859,0,0,1.0,31.0,27.0,1957,DET,IND,4
1957-10-27,1457.579,1576.07,-19.6922177199,0.423622781154,0.471690928278,0,0,1.0,35.0,17.0,1957,LAR,DET,5
1957-10-27,1527.618,1544.461,87.7440712094,0.568863061065,0.623656037637,0,0,0.0,7.0,17.0,1957,ARI,CLE,5
1957-10-27,1620.081,1451.728,268.980802247,0.7930301069,0.82467933595,0,0,0.0,14.0,31.0,1957,NYG,WSH,5
1957-10-27,1488.379,1438.72,149.61960314,0.659267186008,0.702927944628,0,0,1.0,6.0,0.0,1957,PIT,PHI,5
1957-10-27,1508.375,1522.812,80.6409514256,0.572256603925,0.614011630411,0,0,1.0,21.0,17.0,1957,SF,CHI,5
1957-10-27,1534.211,1384.261,259.810821821,0.775102696723,0.816916015379,0,0,0.0,21.0,24.0,1957,IND,GB,5
